age,income_lakh,credit_score,loan_amount_lakh,existing_loans,approved,debt_burden,loan_to_income
28.0,12.64,613.0,8.93,3.0,1,0.23734177215189872,0.7064873417721519
57.0,19.8,753.0,28.22,3.0,1,0.15151515151515152,1.4252525252525252
35.0,20.54,787.0,18.94,1.0,1,0.04868549172346641,0.9221032132424538
59.0,18.87,816.0,11.61,1.0,1,0.05299417064122946,0.615262321144674
62.0,11.63,553.0,5.23,3.0,1,0.2579535683576956,0.44969905417024936
32.0,3.48,625.0,11.19,3.0,0,0.8620689655172414,3.21551724137931
56.0,23.49,779.0,11.54,3.0,1,0.1277139208173691,0.49127288207747977
45.0,12.02,671.0,5.07,1.0,1,0.0831946755407654,0.42179700499168055
21.0,8.22,656.0,13.54,1.0,1,0.121654501216545,1.6472019464720193
63.0,11.82,526.0,29.57,0.0,0,0.0,2.5016920473773263
39.0,8.09,556.0,9.09,0.0,1,0.0,1.1236093943139678
22.0,2.31,761.0,22.93,3.0,0,1.2987012987012987,9.926406926406926
26.0,17.59,625.0,21.83,3.0,1,0.17055144968732233,1.2410460488914155
31.0,8.55,774.0,6.2,0.0,1,0.0,0.7251461988304093
25.0,18.65,757.0,11.59,3.0,1,0.160857908847185,0.6214477211796247
23.0,3.36,478.0,20.52,3.0,0,0.8928571428571429,6.107142857142858
31.0,1.53,796.0,16.89,1.0,0,0.6535947712418301,11.03921568627451
53.0,20.86,513.0,23.63,1.0,1,0.04793863854266539,1.1327900287631831
32.0,7.22,469.0,6.91,2.0,1,0.2770083102493075,0.9570637119113574
27.0,7.74,575.0,18.88,4.0,0,0.5167958656330749,2.4392764857881133
45.0,2.67,773.0,12.24,2.0,0,0.7490636704119851,4.584269662921349
32.0,17.86,600.0,3.51,2.0,1,0.11198208286674133,0.196528555431131
27.0,5.78,639.0,22.28,4.0,0,0.6920415224913494,3.8546712802768166
39.0,22.41,745.0,21.28,3.0,1,0.13386880856760375,0.9495760821062026
55.0,13.92,572.0,28.33,4.0,0,0.28735632183908044,2.035201149425287
51.0,21.77,646.0,11.79,1.0,1,0.04593477262287552,0.5415709692237023
39.0,6.19,485.0,11.41,3.0,0,0.4846526655896607,1.8432956381260095
39.0,8.96,651.0,24.14,3.0,0,0.33482142857142855,2.6941964285714284
37.0,17.34,562.0,14.01,1.0,1,0.05767012687427912,0.8079584775086505
21.0,16.37,823.0,18.13,1.0,1,0.06108735491753207,1.1075137446548564
44.0,9.7,816.0,7.81,1.0,1,0.10309278350515465,0.8051546391752578
23.0,7.06,646.0,29.47,1.0,0,0.141643059490085,4.174220963172805
34.0,13.81,551.0,8.4,2.0,1,0.1448225923244026,0.6082548877624909
37.0,6.33,716.0,12.06,4.0,0,0.631911532385466,1.9052132701421802
50.0,1.66,636.0,29.87,4.0,0,2.4096385542168677,17.99397590361446
22.0,4.79,681.0,3.16,1.0,1,0.20876826722338204,0.6597077244258873
41.0,8.63,484.0,25.52,0.0,0,0.0,2.95712630359212
28.0,11.34,725.0,8.39,2.0,1,0.1763668430335097,0.7398589065255733
30.0,11.61,567.0,2.97,3.0,1,0.2583979328165375,0.2558139534883721
44.0,7.73,487.0,24.83,2.0,0,0.258732212160414,3.212160413971539
54.0,1.83,693.0,29.73,4.0,0,2.1857923497267757,16.24590163934426
26.0,21.26,550.0,27.04,1.0,1,0.047036688617121354,1.2718720602069613
63.0,6.78,735.0,4.74,2.0,1,0.2949852507374631,0.6991150442477876
34.0,1.53,787.0,26.05,3.0,0,1.9607843137254901,17.026143790849673
50.0,2.31,840.0,27.13,1.0,0,0.4329004329004329,11.744588744588745
60.0,13.37,688.0,28.79,2.0,0,0.14958863126402394,2.153328347045625
22.0,20.53,765.0,8.31,2.0,1,0.0974184120798831,0.40477350219191427
53.0,13.83,706.0,16.1,4.0,1,0.28922631959508316,1.1641359363702097
63.0,3.24,540.0,21.13,0.0,0,0.0,6.521604938271604
41.0,7.28,558.0,16.13,2.0,0,0.2747252747252747,2.2156593406593403
34.0,13.765,737.0,1.48,0.0,1,0.0,0.10751907010533962
47.0,19.26,507.0,28.3,1.0,1,0.05192107995846313,1.4693665628245067
55.0,18.21,753.0,15.42,2.0,1,0.10982976386600768,0.8467874794069192
35.0,1.93,802.0,2.94,4.0,0,2.072538860103627,1.5233160621761659
31.0,24.62,650.0,7.66,0.0,1,0.0,0.3111291632818846
56.0,11.77,690.0,23.67,2.0,0,0.16992353440951571,2.0110450297366187
25.0,7.94,505.0,14.3,2.0,0,0.2518891687657431,1.801007556675063
44.0,23.64,472.0,8.55,4.0,1,0.1692047377326565,0.3616751269035533
25.0,21.09,802.0,12.0,1.0,1,0.0474158368895211,0.5689900426742532
48.0,6.01,561.0,4.87,3.0,1,0.49916805324459235,0.810316139767055
31.0,19.91,547.0,22.31,4.0,1,0.20090406830738322,1.1205424409844298
42.0,24.63,825.0,18.7,1.0,1,0.04060089321965083,0.7592367032074706
56.0,16.54,541.0,10.47,2.0,1,0.12091898428053205,0.6330108827085853
39.0,3.34,733.0,9.75,0.0,0,0.0,2.9191616766467066
33.0,3.38,453.0,25.08,0.0,0,0.0,7.420118343195266
51.0,2.42,816.0,5.87,3.0,0,1.2396694214876034,2.425619834710744
60.0,19.14,565.0,22.54,3.0,1,0.1567398119122257,1.1776384535005224
30.0,19.74,711.0,2.47,2.0,1,0.10131712259371835,0.12512664640324217
33.0,9.5,573.0,11.79,4.0,0,0.42105263157894735,1.2410526315789472
58.0,2.27,497.0,25.98,3.0,0,1.3215859030837005,11.444933920704846
28.0,18.99,510.0,13.92,2.0,1,0.10531858873091102,0.7330173775671407
50.0,12.01,503.0,26.11,1.0,0,0.08326394671107411,2.174021648626145
46.0,19.76,749.0,16.22,2.0,1,0.10121457489878542,0.8208502024291496
26.0,3.75,468.0,8.68,0.0,0,0.0,2.3146666666666667
47.0,18.0,460.0,3.58,4.0,1,0.2222222222222222,0.1988888888888889
21.0,2.63,464.0,6.23,3.0,0,1.1406844106463878,2.3688212927756656
30.0,15.02,649.0,9.42,3.0,1,0.1997336884154461,0.6271637816245007
60.0,19.83,763.0,20.33,0.0,1,0.0,1.0252143217347454
21.0,2.76,549.0,3.7,4.0,0,1.4492753623188408,1.3405797101449277
45.0,22.09,799.0,6.26,4.0,1,0.1810774105930285,0.2833861475780896
42.0,3.17,787.0,26.72,4.0,0,1.2618296529968454,8.429022082018927
56.0,11.74,650.0,3.4,0.0,1,0.0,0.28960817717206133
62.0,11.39,637.0,9.52,4.0,1,0.35118525021949076,0.835820895522388
39.0,17.97,490.0,10.84,2.0,1,0.11129660545353368,0.6032276015581525
53.0,23.07,492.0,18.97,1.0,1,0.043346337234503686,0.8222800173385348
35.0,14.18,652.0,18.71,4.0,1,0.2820874471086037,1.3194640338504937
23.0,6.27,799.0,6.87,0.0,1,0.0,1.0956937799043063
59.0,5.38,847.0,9.37,3.0,1,0.5576208178438662,1.7416356877323418
21.0,16.74,650.0,6.61,1.0,1,0.059737156511350066,0.394862604540024
48.0,12.85,760.0,22.26,1.0,1,0.07782101167315175,1.732295719844358
42.0,22.8,463.0,29.15,4.0,1,0.17543859649122806,1.2785087719298245
64.0,2.4,551.0,22.42,4.0,0,1.6666666666666667,9.341666666666669
21.0,21.93,620.0,19.62,4.0,1,0.1823985408116735,0.8946648426812586
52.0,23.67,466.0,15.17,0.0,1,0.0,0.6408956485002112
48.0,8.62,530.0,2.04,4.0,1,0.4640371229698376,0.2366589327146172
27.0,2.23,464.0,3.33,0.0,0,0.0,1.493273542600897
30.0,18.41,850.0,5.45,0.0,1,0.0,0.2960347637153721
44.0,9.05,827.0,6.96,4.0,1,0.4419889502762431,0.7690607734806629
33.0,23.5,465.0,3.49,2.0,1,0.0851063829787234,0.14851063829787234
52.0,3.07,806.0,13.98,4.0,0,1.3029315960912053,4.5537459283387625
26.0,12.57,774.0,2.06,2.0,1,0.15910898965791567,0.16388225934765313
58.0,17.97,725.0,19.34,2.0,1,0.11129660545353368,1.0762381747356706
54.0,2.37,523.0,11.84,3.0,0,1.2658227848101264,4.995780590717299
47.0,14.3,510.0,15.88,4.0,1,0.2797202797202797,1.1104895104895105
44.0,22.83,586.0,4.27,1.0,1,0.043802014892685065,0.18703460359176521
22.0,18.64,559.0,25.6,3.0,1,0.1609442060085837,1.3733905579399142
52.0,1.78,489.0,8.92,0.0,0,0.0,5.01123595505618
48.0,7.14,572.0,9.87,1.0,1,0.1400560224089636,1.3823529411764706
40.0,9.51,657.0,9.79,1.0,1,0.10515247108307045,1.0294426919032598
40.0,10.8,732.0,29.49,4.0,0,0.37037037037037035,2.730555555555555
64.0,23.16,528.0,12.35,0.0,1,0.0,0.5332469775474956
59.0,4.3,539.0,12.03,1.0,0,0.23255813953488372,2.797674418604651
27.0,15.92,790.0,21.93,1.0,1,0.06281407035175879,1.3775125628140703
63.0,21.22,479.0,27.99,4.0,1,0.18850141376060323,1.3190386427898209
46.0,16.21,569.0,12.16,4.0,1,0.24676125848241826,0.7501542257865514
32.0,12.68,516.0,23.32,1.0,0,0.07886435331230283,1.8391167192429023
55.0,17.08,666.0,29.0,3.0,1,0.17564402810304452,1.6978922716627636
24.0,20.89,622.0,13.28,2.0,1,0.09573958831977022,0.6357108664432742
28.0,3.02,801.0,23.7,1.0,0,0.33112582781456956,7.847682119205298
50.0,15.74,524.0,1.24,1.0,1,0.06353240152477764,0.07878017789072427
34.0,15.62,714.0,16.6,1.0,1,0.06402048655569782,1.062740076824584
29.0,17.11,683.0,6.32,3.0,1,0.17533606078316774,0.3693746347165401
42.0,23.45,614.0,11.52,2.0,1,0.08528784648187633,0.4912579957356077
36.0,14.77,586.0,28.48,4.0,0,0.2708192281651997,1.928232904536222
22.0,12.73,486.0,11.68,3.0,1,0.2356637863315004,0.9175176747839748
27.0,22.98,782.0,15.63,1.0,1,0.04351610095735422,0.6801566579634465
38.0,20.96,671.0,24.78,3.0,1,0.1431297709923664,1.1822519083969465
46.0,10.36,786.0,16.68,0.0,1,0.0,1.6100386100386102
29.0,10.27,617.0,9.12,3.0,1,0.2921129503407984,0.8880233690360272
61.0,5.29,773.0,6.68,4.0,0,0.7561436672967864,1.2627599243856331
32.0,16.01,610.0,3.56,1.0,1,0.062460961898813235,0.22236102435977512
64.0,24.17,502.0,23.68,1.0,1,0.04137360364087712,0.9797269342159701
52.0,11.72,552.0,15.86,2.0,0,0.1706484641638225,1.3532423208191124
59.0,15.09,699.0,5.78,4.0,1,0.26507620941020543,0.38303512259774686
62.0,11.34,808.0,26.83,4.0,0,0.3527336860670194,2.3659611992945324
38.0,14.29,700.0,6.43,4.0,1,0.2799160251924423,0.44996501049685095
59.0,11.04,722.0,15.2,0.0,1,0.0,1.3768115942028987
25.0,24.97,773.0,18.32,2.0,1,0.08009611533840609,0.7336804164997998
58.0,21.21,643.0,3.35,2.0,1,0.0942951438000943,0.15794436586515795
48.0,16.21,787.0,15.33,2.0,1,0.12338062924120913,0.9457125231338679
56.0,12.01,832.0,6.29,0.0,1,0.0,0.5237302248126562
23.0,4.37,820.0,16.59,0.0,0,0.0,3.7963386727688784
41.0,5.53,741.0,28.6,1.0,0,0.18083182640144665,5.1717902350813745
55.0,1.6,733.0,24.01,3.0,0,1.875,15.00625
47.0,6.73,792.0,5.66,2.0,1,0.2971768202080238,0.8410104011887073
30.0,23.12,499.0,12.34,1.0,1,0.04325259515570934,0.5337370242214533
22.0,17.99,763.0,1.73,1.0,1,0.05558643690939411,0.09616453585325181
63.0,11.18,590.0,8.59,1.0,1,0.08944543828264759,0.7683363148479427
44.0,7.68,496.0,18.03,0.0,0,0.0,2.3476562500000004
34.0,9.8,621.0,9.11,4.0,1,0.4081632653061224,0.9295918367346937
48.0,11.01,690.0,1.18,0.0,1,0.0,0.10717529518619437
38.0,14.66,797.0,25.76,2.0,1,0.1364256480218281,1.7571623465211461
21.0,23.82,705.0,23.35,0.0,1,0.0,0.9802686817800168
57.0,7.71,555.0,28.45,2.0,0,0.2594033722438392,3.690012970168612
62.0,12.08,576.0,8.61,1.0,1,0.08278145695364239,0.7127483443708609
54.0,14.56,580.0,20.02,3.0,1,0.20604395604395603,1.375
35.0,10.65,805.0,5.72,2.0,1,0.18779342723004694,0.5370892018779342
27.0,2.92,557.0,5.32,4.0,0,1.36986301369863,1.8219178082191783
42.0,3.67,534.0,8.55,3.0,0,0.8174386920980926,2.329700272479564
23.0,18.44,743.0,15.04,2.0,1,0.10845986984815617,0.8156182212581344
27.0,11.73,614.0,25.35,3.0,0,0.2557544757033248,2.161125319693095
62.0,22.25,534.0,22.94,3.0,1,0.1348314606741573,1.0310112359550563
61.0,17.48,491.0,26.79,3.0,0,0.17162471395881007,1.5326086956521738
36.0,6.52,640.0,21.71,1.0,0,0.15337423312883436,3.3297546012269943
39.0,19.96,759.0,8.32,4.0,1,0.2004008016032064,0.4168336673346693
24.0,15.07,652.0,25.11,2.0,1,0.13271400132714,1.6662242866622428
35.0,19.28,800.0,1.13,0.0,1,0.0,0.05860995850622406
